全国地方公共団体コード,法人番号,ID,地方公共団体名,名称,名称_カナ,名称_英語,POIコード,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,料金(基本),料金(詳細),説明,説明_英語,アクセス方法,駐車場情報,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,画像,画像_ライセンス,URL,備考,
170003,,JJ0000000140,石川県,今井金箔本店,イマイキンパクホンテン,imaikimpakuhonten,,172014,,石川県金沢市幸町7-3,石川県,金沢市,幸町,7-3,,36.55425886,136.6610994,,,,9時30分～18時00分≪体験開始時間≫10時00分～、13時00分～、15時00分～※開始時間の10分前までにお越しください。　,,,無料,,"金箔の薄さ（10,000分の1ミリ）の素晴らしさと永遠の輝きを目と心で確かめて、金箔をもっと身近に感じることができる店です。金箔製造工程の説明を受け、実際に金箔に触り、食べることもできる体験処が人気です。各種箔をはじめ、工芸品、お土産品、贈答品がそろう金の店です。店の中央にある井戸は必見。清水が湧き出ており、兼六園の「金城霊沢」を模しています。囲みはすべて純金箔を装い、泉の底には3万個の純金露玉が散りばめてあります。",,"北陸自動車道金沢西ICより20分,北鉄バス18番「東部車庫行」幸町下車、徒歩3分金沢周遊バス「本多町」下車徒歩7分",普通車、大型バス駐車場完備,,,,,,,,,,,,,,,,,,,076-223-8989,,,,,,,,http://www.kinpaku.co.jp,,
170003,,JJ0000000141,石川県,今江温泉元湯,イマエオンセンモトユ,imaeonsemmotoyu,,172031,,石川県小松市今江町7-205,石川県,小松市,今江町,7-205,,36.381705,136.436674,,,,,,,,,　源泉かけ流しの温泉です。　男湯と女湯の脱衣場の境にある番台、カギがしまりにくい木のロッカー、昭和のにおいがする銭湯です。　浴槽は深湯でバイブロです。泡風呂、電気風呂、サウナ、水風呂があります。お湯は透明で、温まり度はかなり良いです。　また、駐車場の脇には飲泉所と足湯場所があります。　泉質:ナトリウム塩化物泉（弱アルカリ性低張性高温泉）、無色透明。,,"JR小松駅からバスで約10分「今江」バス停下車,",20台,,,,,,,,,,,,,,,,,,,0761-21-4126,,,,,,,,https://ishikawa1010.com/bath/26/,,
170003,,JJ0000000142,石川県,牛首紬,ウシクビツムギ,ushikubitsumugi,,172103,,石川県白山市白峰ヌ17,石川県,白山市,白峰ヌ,17,,36.176804,136.623251,,,,（白山工房）9時00分～16時00分,,,,,　牛首紬（うしくびつむぎ）の名前は、生産地である白山市・白峰の旧地名「牛首村」に由来しています。　白山市白峰地区（旧白峰村）で生産される紬織物は、一説には平治の乱に敗れた源氏一族が、この地に逃れて地元民に教えたものといわれ、元禄年間（1688～1703年）にはすでに全国にその名が知られていました。　別名釘抜紬とも呼ばれ、釘にひっかけても反対に釘が抜けるという、その丈夫さからこの名があります。　伝統の糸造り、手織りのなかから生まれる牛首紬は、丈夫で素朴な美しさを秘めた独特の味わいを有し、他に類をみない紬と言われています。,,",JR金沢駅より加賀白山バス白峰行きで120分、白峰北口下車、徒歩で3分 ",10台,,,,,,,,,,,,,,,,,,白山工房,076-259-2859,,,,,,,,http://www.hakusan-koubou.jp,,
170003,,JJ0000000143,石川県,臼ヶ峰　遊歩道(歴史の道百選),ウスガミネ　ユウホドウ（レキシノミチヒャクセン）,usugamine　yuhodo（rekishinomichihyakusen）,,173860,,石川県羽咋郡宝達志水町見砂,石川県,宝達志水町,石川県羽咋郡宝達志水町見砂,,,36.84819,136.861839,,,,24時間,,,無料,,　歴史探訪の魅力あふれる臼ヶ峰は、頂上が臼のように平らになっていることから名づけられました。四方に千里浜海岸、宝達山、富山湾などの一大パノラマが楽しめます。また、能登と加賀、越中を結ぶ街道は「万葉ルート」、「御上使往来」とも言われ、大伴家持の歌碑や、佐渡に流罪となる親鸞聖人の像が遥か彼方を見つめて立つ旅姿が印象的です。山頂は緑地公園になっており、夏はキャンプ、秋は紅葉、ハイキングが楽しめます。　※臼ヶ峰そのものは氷見市指定史跡。,,",JR敷浪駅から約30分",有り,,,,,,,,,,,,,,,,,,宝達志水町埋蔵文化財センター,0767-28-5180,,,,,,,,https://www.hodatsushimizu.jp/kanko/kanko/3/4/historic_site/1385.html,,
170003,,JJ0000000144,石川県,宇多須神社,ウタスジンジャ,utasujinja,,172014,,石川県金沢市東山1-30-8,石川県,金沢市,東山,1-30-8,,36.573077,136.668396,,,,,,,,,"　浅野川の河辺から掘り出した古鏡に卯と辰の紋様があり、卯辰神を祀ったことが起こり。初代藩主利家没後、卯辰八幡宮を建立し、利家の神霊を祀って藩社とした。境内奥手には五代綱紀の病を平癒したとする「利常公酒湯の井戸」がある。2月3日の節分祭は東の芸妓衆が踊りを奉納し福豆をまきます。お祓い、参拝の方の駐車場もあります。""",,",東山バス停下車徒歩3分",,,,,,,,,,,,,,,,,,,,076-252-8826,,,,,,,,http://www.ishikawa-jinjacho.or.jp/shrine/j0324/,,
170003,,JJ0000000145,石川県,卯辰山公園,ウタツヤマコウエン,utatsuyamakoen,,172014,,石川県金沢市東御影町、卯辰町ほか,石川県,金沢市,東御影町、卯辰町ほか,,,36.573001,136.678106,,,,,,,,,卯辰山は金沢市の東側にあって、面積約300ha、金沢城から見れば東方やや南寄りとなり、それが方位からすれば卯辰の方角にあたるので、この名で呼ばれたといわれています。別名向山（むかいやま）と呼ぶのは、同じく金沢城から見て浅野川の向う側の意味らしく、また、夢香山と書くことがあります。ここは市内で最も身近な自然公園で、山頂部までバス道路が通じています。泉鏡花、徳田秋声の文学碑、西田幾多郎の旧趾があって散策の人も多く見られます。また、山上に相撲場、奥卯辰山健民公園、花菖蒲園などもあり、とくに春はサクラ、秋は紅葉の鑑賞に訪ねる人が絶えません。標高141mの望湖台からは、金沢の黒光りする屋根瓦の町並みや日本海・白山連峰まで一望することができます。夜景スポットとしても人気です。兼六園や金沢城からも近いので、ぜひ訪れてみてはいかがでしょうか。,,"金沢駅から約15分(約5km)北陸自動車道金沢東ICから約15分(約5km),「望湖台」バス停からすぐ",全12ヵ所　計364台（2015年9月現在）,,,,,,,,,,,,,,,,,,金沢市緑と花の課,076-220-2356,,,,,,,,https://www4.city.kanazawa.lg.jp/29004/park/park/utatsuyama/utatuyamaannai.html,,
170003,,JJ0000000146,石川県,卯辰山麓寺院群,ウタツサンロクジイングン,utatsusanrokujiingun,,172014,,石川県金沢市東山　ほか,石川県,金沢市,東山　ほか,,,36.575855,136.669229,,,,,,,,,卯辰山麓の傾斜地に広がる城下町の要所に形成された三寺院群のひとつで、藩政期からの細街路や街並みが今も色濃く残ります。寺院の数はおよそ50にものぼり、それぞれの歴史を持つ古刹には、金沢伝統工芸の祖やゆかりの人々の墓が置かれ、静かに時の流れを刻んでいます。国の重要伝統的建造物群保存地区に選定されています。,,"金沢駅から約10分(約3km)北陸自動車道金沢東ICから約15分(約4km),「橋場町」バス停下車",付近に東山観光駐車場、東山北観光駐車場、東山河畔観光駐車場有り,,,,,,,,,,,,,,,,,,金沢市観光政策課,076-220-2194,,,,,,,,http://www.kanazawa-kankoukyoukai.or.jp/course/temples/kokoro/,,
170003,,JJ0000000147,石川県,卯辰山天満宮,ウタツヤマテンマングウ,utatsuyamatemmangu,,172014,,石川県金沢市東御影町93,石川県,金沢市,東御影町,93,,36.569744,136.673489,,,,,,,,,　卯辰山天満宮は、卯辰山の中腹にあります。豊国神社、愛宕神社と並ぶ卯辰山三社の一つです。1866（慶応3）年、加賀藩14代藩主・前田慶寧が庶民の福利を図るため、卯辰山開拓時に、守護神として兼六園にあった竹沢御殿の天満宮を、この地に移しました。,,",",無料駐車場あり,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,
170003,,JJ0000000148,石川県,卯辰山公園 花菖蒲園・花木園,ウタツヤマハナショウブエン・カボクエン,utatsuyamahanashobuen・kabokuen,,172014,,石川県金沢市東御影町,石川県,金沢市,東御影町,,,36.570601,136.672442,,,,,,,無料,,"花菖蒲やアジサイが美しい「花菖蒲園」。金沢市街を一望する卯辰山公園内にあり、晴れた日には日本海が見える望湖台からの眺望も人気。花菖蒲は約100種20万株、紫陽花は2,900株植えこまれています。ツツジの名所である「花木園」では、ツツジ12品種、約8000本が植えこまれており、4月下旬から5月中旬にかけて見頃を迎えます。",,"金沢駅から約15分(約5km)北陸自動車道金沢東ICから約15分(約5km),「豊国神社前」バス停から徒歩2分",花菖蒲園：11台　※卯辰山公園全体では全13か所、381台（2019年4月現在）,,,,,,,,,,,,,,,,,,金沢市緑と花の課,076-220-2356,,,,,,,,https://www4.city.kanazawa.lg.jp/29004/park/park/utatuyama.html,,
170003,,JJ0000000149,石川県,内浦総合運動公園,ウチウラソウゴウウンドウコウエン,uchiurasogoundokoen,,174637,,石川県鳳珠郡能登町字布浦拓20-4,石川県,能登町,石川県鳳珠郡能登町字布浦拓,20-4,,37.341339,137.250812,,,,9時00分から22時00分（4月から11月まで）			,,,年齢や人数、競技、施設により異なります（要問い合わせ）（クレジットカード不可）			,,"　能登町にあるスポーツの中心施設です。各種スポーツ施設をはじめ、主に会議で使用できる共同福祉施設、陶芸などに使われる他目的施設、遊具、池、遊歩道などがあり、町民の憩いの場になっています。時には、県内外の高校、大学の運動クラブが合宿もしています。施設概要　能登町営野球場:中央112メートル、両翼90メートル、観覧席あり　内浦陸上競技場:400メートル、トラック、第3種公認　能登町営相撲場:観覧席2,600席　内浦体育館:バレーボール3面、バスケットボール2面、バドミントン7面、トレーニング場あり　内浦第2体育館:柔道場、剣道場　能登町緑の健康広場ゲートボール場:ゲートボール1面　能登町営テニスコート:テニスコート4面　しおさい広場:運動広場、野外ステージ",,"のと里山海道能登空港ICより車で40分,",100台分あり			,,,,,,,,,,,,,,,,,,,0768-72-0200,,,,,,,,,,
170003,,JJ0000000150,石川県,うちうらビアパーク,ウチウラビアパーク,uchiurabiapaku,,174637,,石川県鳳珠郡能登町字立壁,石川県,能登町,石川県鳳珠郡能登町字立壁,,,37.338389,137.257324,,,,レストラン11時30分～22時00分,,,,,　美しい日本海の入江を望む能登内浦の高台にあり、様々な樹木や野鳥が自生する自然に恵まれた公園です。レンガ色の石畳が、海の青さや木々の緑とマッチして、ヨーロッパを思わせるようなすばらしい風景が広がっています。近くには地ビール工場を備えたレストラン「日本海倶楽部」やエミュー牧場などがあります。,,"のと里山海道能登空港ICより50分九里川尻駅から徒歩10分,",あり,,,,,,,,,,,,,,,,,,日本海倶楽部,0768-72-8181,,,,,,,,,,
170003,,JJ0000000151,石川県,内灘大橋 / サンセットブリッジ内灘,ウチナダオオハシ,uchinadaohashi,,173657,,石川県河北郡内灘町大学1丁目～宮坂,石川県,内灘町,石川県河北郡内灘町大学,1丁目～宮坂,,36.660493,136.650953,,,,,,,,,全長344メートルの斜張橋という優美な姿で、サンセットブリッジ内灘（内灘大橋）は町のランドマークとして観光名所となっています。日中や夕暮れ時の姿も見応えがあり、日没からはライトアップ（時間は下記公式サイト参照）もされ、周囲をロマンチックな雰囲気に包みこみます。その美しい景観がデートスポットにふさわしいとして、「恋人の聖地プロジェクト」で全国有数のラブパワースポットとして選ばれています。ムード満点、ロマンチックな景観は愛の告白にぴったり！ライトアップされた橋を背景に思いを伝えてみてはいかがですか？「内灘町総合公園」の見晴らし台にある「幸せへの鐘」からの眺めは最高！360度見渡せるのでサンセットブリッジはもちろん、河北潟や晴れた日には立山連峰や白山まで眺めることができます。通称「ダブルハート」のオブジェの前で記念撮影して、恋みくじハウスで二人の愛を占ってみるのも楽しい時間の過ごし方です。地元産の野菜からお土産までそろう道の駅「内灘サンセットパーク」は橋を見るのにぴったりの場所。食事もできるので一休みしつつゆっくりと橋を眺めるのもおすすめです。,,"北陸自動車道金沢東ICから15分、金沢西ICから20分,北鉄浅野川線内灘駅より金沢医科大行きバス停終点から徒歩1分",有り（道の駅内灘サンセットパーク駐車場、及びその対岸の交差点「サンセットブリッジ北」角）,,,,,,,,,,,,,,,,,,内灘町都市建設課,076-286-6710,,,,,,,,http://www.town.uchinada.lg.jp/webapps/www/info/detail.jsp?id=85,,
